CityId,DistrictId,CityName,DistrictName,MinWheatArea,MinBarleyArea,MinSunflowerArea,MinRiceArea,MinLentilArea,MinChickpeaArea,MinCottonArea,MinSugarbeetArea,MinSoybeanArea,MinPeanutArea,MinOatArea,MinPotatoArea,MinCornArea,MinCanolaArea,MinOnionArea,MinBeanArea,MinTomatoArea
8,1029,ARTVIN,ARDANUC,315,840,0,0,0,0,0,0,0,0,0,196,27,0,134,980,454
8,1038,ARTVIN,ARHAVI,0,0,0,0,0,0,0,0,0,0,0,0,3291,0,18,140,18
8,1062,ARTVIN,BORCKA,0,0,0,0,0,0,0,0,0,0,0,0,3680,0,42,252,57
8,1047,ARTVIN,HOPA,0,0,0,0,0,0,0,0,0,0,0,0,1084,0,0,245,32
8,1059,ARTVIN,KEMALPASA,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,35,4
8,1040,ARTVIN,MERKEZ,46,0,0,0,0,0,0,0,0,0,0,2800,472,0,27,560,218
8,1034,ARTVIN,MURGUL,0,0,0,0,0,0,0,0,0,0,0,3725,1941,0,14,3514,11
8,1064,ARTVIN,SAVSAT,0,0,0,0,0,0,0,0,0,0,0,910,395,0,0,151,61
8,992,ARTVIN,YUSUFELI,739,1013,0,0,0,0,0,0,0,0,0,750,109,0,14,1554,451
9,273,AYDIN,BOZDOGAN,27300,24546,0,0,0,0,63,0,0,105,4633,1120,25215,0,64,288,924
9,315,AYDIN,BUHARKENT,1855,662,0,0,0,0,1348,0,0,0,48,0,826,0,32,411,725
9,264,AYDIN,CINE,3850,27713,0,0,0,0,918,0,0,7140,200,133,41670,0,256,237,3044
9,234,AYDIN,DIDIM,7700,3309,0,0,0,0,57490,0,0,0,421,0,1124,0,0,11,105
9,313,AYDIN,MERKEZ,19373,2044,0,0,0,0,62089,0,0,2,75,4,27920,0,21,278,6380
9,319,AYDIN,GERMENCIK,4830,7980,0,0,0,0,68368,0,0,0,140,0,3856,0,1,21,360
9,311,AYDIN,INCIRLIOVA,5011,1132,0,0,0,0,42378,0,0,0,7,105,6811,0,49,231,1087
9,276,AYDIN,KARACASU,11410,11309,0,0,0,236,0,0,0,0,843,0,6435,0,30,491,269
9,247,AYDIN,KARPUZLU,88,4550,0,0,0,0,0,0,0,154,1050,56,11913,0,11,29,213
9,277,AYDIN,KOCARLI,7924,5562,0,0,0,0,125021,0,0,0,0,46,13806,0,0,11,599
9,316,AYDIN,KOSK,2870,812,0,0,0,0,6993,0,0,0,0,0,5919,0,7,21,1639
9,305,AYDIN,KUSADASI,2134,263,0,0,0,0,0,0,0,0,11,13,118,0,0,72,328
9,336,AYDIN,KUYUCAK,20262,9205,0,0,0,34,3497,0,0,20,1610,0,17541,0,0,235,251
9,339,AYDIN,NAZILLI,6090,3564,0,0,0,0,27458,0,18,35,90,70,18914,0,466,562,1352
9,286,AYDIN,SOKE,10724,14595,235,0,0,0,561788,0,0,0,0,490,12346,0,192,166,356
9,317,AYDIN,SULTANHISAR,2890,223,0,0,0,0,5781,0,0,0,25,0,8483,0,1,11,372
9,282,AYDIN,YENIPAZAR,6860,814,0,0,0,0,12585,0,0,0,595,0,18509,0,0,7,630
10,644,BALIKESIR,ALTIEYLUL,51300,4206,382,0,42,2034,46,0,0,0,24679,0,37099,0,2639,911,7165
10,590,BALIKESIR,AYVALIK,1925,285,597,0,0,39,4118,0,0,0,175,189,8639,0,32,119,229
10,680,BALIKESIR,BALYA,16572,5454,0,0,0,295,0,0,0,0,17729,0,7000,0,35,109,70
10,765,BALIKESIR,BANDIRMA,87465,13112,55224,1960,0,2630,248,373,8,0,1800,0,18257,16825,1880,343,7490
10,615,BALIKESIR,BIGADIC,70433,5600,405,0,84,2897,0,0,0,0,11800,280,11886,0,189,599,3773
10,621,BALIKESIR,BURHANIYE,6265,1092,0,0,0,24,0,0,0,0,320,0,5324,0,140,1262,2967
10,639,BALIKESIR,DURSUNBEY,49560,6300,538,0,105,4122,0,0,0,0,6010,154,8169,0,232,151,476
10,655,BALIKESIR,EDREMIT,6440,0,0,0,0,0,0,0,0,0,0,0,2625,0,14,525,1260
10,798,BALIKESIR,ERDEK,1308,242,14,0,0,1,0,0,0,0,840,0,109,0,434,315,225
10,610,BALIKESIR,GOMEC,3955,1094,0,0,0,0,0,0,0,0,71,0,1610,0,42,420,301
10,759,BALIKESIR,GONEN,110075,17938,16906,59150,0,2650,0,119,0,77,11976,60,20211,3559,420,2153,2296
10,648,BALIKESIR,HAVRAN,4200,1750,0,0,0,0,0,0,0,0,746,0,3577,0,175,770,1190
10,630,BALIKESIR,IVRINDI,30800,5425,83,0,0,648,0,0,0,0,20755,0,10812,0,26,368,368
10,677,BALIKESIR,KARESI,71981,7615,7096,0,0,1654,0,0,0,7,21134,0,19835,6,259,110,700
10,659,BALIKESIR,KEPSUT,54460,4269,45,0,0,2353,0,0,0,0,19600,0,14090,0,140,658,2844
10,731,BALIKESIR,MANYAS,50050,11200,16185,49000,0,765,0,141,0,0,14560,0,26432,323,224,3990,2450
10,842,BALIKESIR,MARMARA,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,3,14
10,619,BALIKESIR,SAVASTEPE,11900,4060,71,0,0,1177,0,0,0,0,11945,0,5219,0,189,2800,2731
10,577,BALIKESIR,SINDIRGI,53900,3500,478,0,196,1295,0,0,0,0,23122,105,10574,0,123,1330,6521
10,717,BALIKESIR,SUSURLUK,73500,6580,29866,910,0,1437,0,227,0,0,17549,0,27641,323,770,1134,3853
74,1077,BARTIN,AMASRA,2513,14,0,0,0,0,0,0,0,0,30,70,2008,0,34,169,59
74,1081,BARTIN,KURUCASILE,1033,14,0,0,0,0,0,0,0,0,35,301,1110,0,25,49,71
74,1075,BARTIN,MERKEZ,53725,3850,1660,0,0,21,0,0,0,0,26168,665,53654,0,617,1565,1411
74,1070,BARTIN,ULUS,20899,2657,0,0,0,6,0,0,0,0,4940,245,15994,0,284,458,458
72,323,BATMAN,BESIRI,133613,10500,0,0,59500,0,1554,0,0,0,0,0,5487,0,0,0,0
72,258,BATMAN,GERCUS,30154,14461,0,0,13814,781,0,0,0,0,0,0,13,0,0,0,161
72,259,BATMAN,HASANKEYF,4968,1155,0,0,179,68,1422,0,0,0,0,0,116,0,49,0,1015
72,386,BATMAN,KOZLUK,119217,1913,0,0,18705,932,1197,0,0,0,0,0,5074,0,6,102,637
72,322,BATMAN,MERKEZ,49865,4760,0,0,14350,471,4662,0,0,0,0,0,24219,0,0,105,1050
72,421,BATMAN,SASON,1958,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
69,785,BAYBURT,AYDINTEPE,5128,6199,0,0,327,147,0,627,0,0,9573,1120,844,0,4,370,41
69,724,BAYBURT,DEMIROZU,21199,14377,0,0,146,1472,0,3406,0,0,17586,897,816,0,3,197,36
69,779,BAYBURT,MERKEZ,90124,75323,0,0,2437,1177,0,1082,0,0,81576,2086,1567,0,6,1497,127
11,666,BILECIK,BOZUYUK,48265,19198,3006,0,53,3415,0,423,0,0,875,56,697,0,74,630,41
11,748,BILECIK,GOLPAZARI,18410,4320,8943,0,0,613,0,0,0,0,3640,0,953,0,259,560,1658
11,696,BILECIK,INHISAR,3395,280,0,0,0,0,0,0,0,0,0,0,0,0,304,0,207
11,736,BILECIK,MERKEZ,42504,6486,6140,0,0,21,0,0,0,0,1221,19,1020,1223,558,606,506
11,772,BILECIK,OSMANELI,21350,4060,3033,0,7,59,0,0,0,0,1750,0,752,0,434,497,6382
11,688,BILECIK,PAZARYERI,29337,4556,196,0,4,114,0,0,0,0,2630,7,591,0,11,1952,80
11,705,BILECIK,SOGUT,21455,6020,0,0,46,213,0,0,0,0,1114,0,105,0,630,198,1884
11,722,BILECIK,YENIPAZAR,24525,10512,8504,0,11,136,0,0,0,0,4550,0,840,39,11,133,112
12,568,BINGOL,ADAKLI,4635,666,0,0,0,0,0,0,0,0,0,21,0,0,11,214,186
12,483,BINGOL,GENC,11411,345,0,0,18,47,0,0,0,0,0,154,84,0,42,305,1015
12,580,BINGOL,KARLIOVA,1435,223,0,0,0,0,0,0,0,0,0,32,0,0,0,420,60
12,573,BINGOL,KIGI,1512,194,0,0,0,0,0,0,0,0,0,0,0,0,2,24,17
12,526,BINGOL,MERKEZ,46060,1190,0,210,0,736,0,147,0,0,0,35,4213,0,70,1211,1050
12,527,BINGOL,SOLHAN,5776,610,0,0,0,0,0,0,0,0,0,0,33,0,0,243,90
12,555,BINGOL,YAYLADERE,60,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,25
12,595,BINGOL,YEDISU,375,53,0,0,0,8,0,0,0,0,0,0,0,0,0,250,0
13,533,BITLIS,ADILCEVAZ,54950,23114,45,0,0,52,0,2940,0,0,0,4550,0,0,0,5250,1610
13,516,BITLIS,AHLAT,101850,10252,1314,0,0,1001,0,11880,0,0,0,26992,245,0,0,32200,2100
13,469,BITLIS,GUROYMAK,39340,7161,0,0,0,136,0,235,0,0,0,700,273,0,2048,980,910
13,377,BITLIS,HIZAN,2240,6,0,0,0,0,0,0,0,0,0,14,0,0,329,910,1050
13,423,BITLIS,MERKEZ,3183,126,0,0,0,0,0,0,0,0,0,11,32,0,0,280,406
13,440,BITLIS,MUTKI,6272,424,0,0,0,0,0,0,0,0,0,0,3846,0,21,94,97
13,474,BITLIS,TATVAN,31256,980,0,0,0,71,0,1063,0,0,0,2800,70,0,0,23800,8968
14,819,BOLU,DORTDIVAN,42140,7455,0,0,0,0,0,0,0,0,289,11060,112,0,0,35,15
14,851,BOLU,GEREDE,66500,31500,0,0,0,0,0,0,0,0,662,840,0,0,9,35,57
14,768,BOLU,GOYNUK,44800,11550,8363,0,0,151,0,0,0,0,9905,84,770,0,6,910,6
14,783,BOLU,KIBRISCIK,2450,1680,0,137,0,0,0,0,0,0,0,0,0,0,3,11,28
14,914,BOLU,MENGEN,9100,1302,0,0,0,0,0,0,0,0,2617,140,216,0,56,193,175
14,897,BOLU,MERKEZ,79100,46760,0,0,0,0,0,0,0,0,10500,24500,24500,0,0,0,0
14,793,BOLU,MUDURNU,52007,9384,0,0,0,0,0,0,0,0,10807,133,2665,0,6,221,1950
14,781,BOLU,SEBEN,17681,6372,0,32,0,0,0,0,0,0,0,916,0,0,7,141,36
14,844,BOLU,YENICAGA,20657,2784,0,0,0,88,0,0,0,0,1999,385,91,0,1,112,18
15,229,BURDUR,AGLASUN,14372,1903,20,0,0,247,0,0,0,0,2413,0,738,0,138,428,185
15,117,BURDUR,ALTINYAYLA,1653,105,0,0,0,29,0,0,0,0,122,18,175,0,0,32,126
15,200,BURDUR,BUCAK,47430,48069,214,0,0,724,0,256,0,0,6290,8,5882,0,106,320,846
15,168,BURDUR,CAVDIR,24539,5326,0,0,0,972,0,5513,0,0,900,210,5180,0,15,735,3420
15,208,BURDUR,CELTIKCI,9245,5622,21,0,0,265,0,0,0,0,2568,0,271,0,67,480,280
15,157,BURDUR,GOLHISAR,45974,12891,0,0,0,496,0,3297,0,0,4171,350,12354,0,525,910,3360
15,193,BURDUR,KARAMANLI,24028,26880,0,0,0,4428,0,2934,0,0,5251,0,12618,0,350,231,344
15,192,BURDUR,KEMER,11208,10581,0,0,0,371,0,374,0,0,3436,8,4292,0,6,95,112
15,253,BURDUR,MERKEZ,47527,49870,0,0,0,1863,0,1805,0,0,12858,753,20010,0,505,6146,1510
15,181,BURDUR,TEFENNI,35601,18585,18,0,0,3590,0,4856,0,0,3861,49,10165,0,70,105,963
15,249,BURDUR,YESILOVA,60581,33240,0,0,14,5510,0,1233,0,0,9929,0,7455,0,43,503,887
16,650,BURSA,BUYUK ORHAN,4630,568,452,0,0,47,0,0,0,0,8220,140,2685,0,48,575,39
16,790,BURSA,GEMLIK,126,98,0,0,4,0,0,0,0,0,43,0,20,0,5,34,33
16,745,BURSA,GURSU,1806,735,0,0,0,0,0,0,0,0,630,0,140,0,18,7,19
16,637,BURSA,HARMANCIK,10513,3500,0,0,0,95,0,0,0,0,1926,46,198,0,95,78,141
16,719,BURSA,INEGOL,52500,3150,16077,0,63,471,0,957,0,0,5244,5425,6514,3494,282,1910,1573
16,794,BURSA,IZNIK,840,525,92,0,0,0,0,0,0,0,225,8,279,0,0,3714,16814
16,766,BURSA,KARACABEY,121100,25550,19664,15400,0,3533,0,1224,96,0,9902,210,94590,971,14350,3520,63023
16,686,BURSA,KELES,9108,1645,139,0,35,1177,0,0,0,0,2155,1242,1796,0,203,1785,525
16,744,BURSA,KESTEL,15280,2890,1671,0,0,59,0,0,0,0,1660,70,772,0,35,553,238
16,760,BURSA,MUDANYA,9874,2879,5014,0,0,47,0,0,0,0,4230,49,3690,0,434,155,387
16,727,BURSA,MUSTAFAKEMALPASA,117753,8495,1195,70,0,1028,0,610,3,0,14754,147,84617,0,728,2709,34825
16,742,BURSA,NILUFER,31862,6097,10285,0,1,116,0,0,0,0,6500,4,9993,31,57,483,678
16,699,BURSA,ORHANELI,9625,1540,21,0,7,176,0,0,0,0,2905,665,1250,0,172,1155,498
16,787,BURSA,ORHANGAZI,2860,629,0,1134,0,0,0,0,0,0,249,0,1024,0,36,1139,486
16,752,BURSA,OSMANGAZI,840,245,8,0,35,76,0,0,0,0,609,630,1380,6,257,2191,659
16,751,BURSA,YENISEHIR,50470,10553,47050,910,14,118,0,582,0,0,5552,840,36283,301,3194,13179,2486
16,728,BURSA,YILDIRIM,0,0,0,0,0,0,0,0,0,0,0,0,154,0,4,14,18
17,646,CANAKKALE,AYVACIK,14917,8134,113,0,0,165,0,0,0,0,4785,0,2939,0,11,1588,3770
17,711,CANAKKALE,BAYRAMIC,53725,33515,299,0,21,1973,0,0,0,151,14134,0,9522,725,126,847,6182
17,792,CANAKKALE,BIGA,112980,48327,15581,62650,0,1060,0,0,32,0,37421,0,64791,1456,973,1086,17191
17,683,CANAKKALE,BOZCAADA,385,168,0,0,0,0,0,0,0,0,38,0,0,0,0,4,32
17,739,CANAKKALE,CAN,42665,22295,508,0,0,471,0,0,0,0,25689,0,6860,259,868,928,482
17,788,CANAKKALE,ECEABAT,29764,7118,22358,0,0,126,0,0,0,0,1165,0,241,4323,74,298,1183
17,708,CANAKKALE,EZINE,24745,15449,3345,5250,0,430,1021,0,0,32,10122,0,9378,0,245,869,8138
17,881,CANAKKALE,GELIBOLU,124880,13360,69021,4410,0,571,0,42,0,0,1022,0,4874,13362,434,1151,3937
