CityId,DistrictId,CityName,DistrictName,MinLentilArea,MinBeanArea,MinSunflowerArea,MinChickpeaArea,MinPotatoArea,MinRiceArea,MinCanolaArea,MinSoybeanArea,MinTomatoArea,MinSugarbeetArea,MinCottonArea,MinCornArea,MinPeanutArea,MinBarleyArea,MinOatArea,MinWheatArea,MinOnionArea
31,44,HATAY,KIRIKHAN,87.27272727,0,1123.636364,32.72727273,1701.818182,0,0,109.0909091,2269.090909,0,124865.4545,53781.81818,905.4545455,87.27272727,0,163876.3636,3403.636364
31,45,HATAY,İSKENDERUN,0,0,0,32.72727273,21.81818182,0,0,0,32.72727273,0,0,32.72727273,0,43.63636364,0,2727.272727,130.9090909
7,47,ANTALYA,KAŞ,0,174.5454545,0,207.2727273,0,0,0,0,0,0,0,0,0,3960,327.2727273,29760,0
70,49,KARAMAN,SARIVELİLER,0,0,0,10.90909091,0,0,0,0,0,0,0,0,0,240,0,10.90909091,0
1,51,ADANA,KARATAŞ,0,0,1341.818182,54.54545455,992.7272727,0,0,70167.27273,0,0,131945.4545,88494.54545,80083.63636,687.2727273,0,139876.3636,1069.090909
31,52,HATAY,PAYAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.7272727,43.63636364
7,54,ANTALYA,KEMER,0,0,0,0,0,0,0,0,0,0,0,534.5454545,0,316.3636364,0,3556.363636,0
7,55,ANTALYA,ALANYA,0,0,0,0,32.72727273,0,0,0,0,0,0,32.72727273,130.9090909,349.0909091,0,5061.818182,185.4545455
70,59,KARAMAN,BAŞYAYLA,0,0,0,43.63636364,0,0,0,0,0,0,0,0,0,54.54545455,0,207.2727273,0
79,61,KİLİS,ELBEYLİ,17421.81818,0,0,14901.81818,0,0,0,0,0,0,9076.363636,14672.72727,0,29498.18182,0,85560,0
70,69,KARAMAN,ERMENEK,10.90909091,152.7272727,0,1374.545455,98.18181818,0,0,0,0,0,0,0,0,698.1818182,0,1745.454545,54.54545455
79,70,KİLİS,MERKEZ,25854.54545,0,0,6632.727273,0,0,0,0,1330.909091,0,720,512.7272727,0,51698.18182,0,61669.09091,2476.363636
1,75,ADANA,YUMURTALIK,0,0,76178.18182,141.8181818,7898.181818,0,0,11149.09091,0,0,20574.54545,17792.72727,13101.81818,2105.454545,0,74912.72727,1712.727273
31,76,HATAY,HASSA,0,0,0,0,0,992.7272727,0,0,0,0,4200,11301.81818,0,949.0909091,0,23945.45455,218.1818182
7,77,ANTALYA,KUMLUCA,0,65.45454545,0,98.18181818,0,0,0,0,0,0,0,10.90909091,0,501.8181818,32.72727273,3840,0
33,78,MERSİN,YENİŞEHİR,0,0,0,0,0,0,0,0,0,0,0,120,0,283.6363636,0,1789.090909,0
79,79,KİLİS,POLATELİ,3327.272727,0,0,654.5454545,0,0,0,0,1047.272727,0,0,0,0,9163.636364,0,13505.45455,294.5454545
31,81,HATAY,DÖRTYOL,0,0,0,0,43.63636364,0,0,0,0,0,0,752.7272727,5901.818182,1265.454545,0,21818.18182,4145.454545
33,87,MERSİN,MEZİTLİ,0,0,0,0,0,0,0,0,0,0,0,872.7272727,0,0,0,7538.181818,0
33,88,MERSİN,MUT,0,130.9090909,0,2727.272727,32.72727273,0,0,0,0,0,0,0,87.27272727,1920,0,9043.636364,43.63636364
27,89,GAZİANTEP,KARKAMIŞ,2029.090909,0,10090.90909,3992.727273,0,0,0,0,0,0,10069.09091,3621.818182,0,50541.81818,0,20400,0
33,90,MERSİN,MERKEZ,0,0,0,0,0,0,0,0,0,0,0,6643.636364,0,174.5454545,0,4396.363636,0
42,91,KONYA,TAŞKENT,0,0,0,567.2727273,654.5454545,0,0,0,0,0,0,0,0,392.7272727,32.72727273,6250.909091,240
63,92,ŞANLIURFA,AKÇAKALE,14443.63636,0,501.8181818,21.81818182,0,0,0,43.63636364,0,0,166112.7273,118832.7273,0,46647.27273,0,209389.0909,0
7,94,ANTALYA,MERKEZ,0,0,0,0,0,0,0,0,0,0,0,2487.272727,0,0,0,0,0
31,95,HATAY,ERZİN,0,0,20967.27273,163.6363636,0,0,0,0,0,0,0,6447.272727,8814.545455,1625.454545,0,64603.63636,0
48,96,MUĞLA,FETHİYE,0,21.81818182,0,54.54545455,43.63636364,0,0,0,0,0,0,0,0,1363.636364,98.18181818,5629.090909,0
63,97,ŞANLIURFA,HARRAN,9250.909091,0,0,10.90909091,0,0,0,0,0,0,149509.0909,136156.3636,0,36480,0,169210.9091,0
79,98,KİLİS,MUSABEYLİ,1232.727273,0,0,4069.090909,0,0,0,0,218.1818182,0,0,0,0,11880,0,49276.36364,4440
48,99,MUĞLA,DATÇA,0,32.72727273,0,10.90909091,796.3636364,0,0,0,0,0,0,21.81818182,0,381.8181818,43.63636364,709.0909091,43.63636364
7,100,ANTALYA,ELMALI,0,654.5454545,163.6363636,25592.72727,54.54545455,0,0,0,0,11127.27273,0,0,0,52800,1527.272727,65007.27273,87.27272727
33,101,MERSİN,SİLİFKE,0,32.72727273,0,8149.090909,0,1745.454545,0,0,0,0,0,283.6363636,120,2105.454545,0,18610.90909,0
7,102,ANTALYA,KONYAALTI,0,338.1818182,0,87.27272727,0,0,0,0,0,0,0,0,0,283.6363636,0,938.1818182,0
27,103,GAZİANTEP,OĞUZELİ,37647.27273,0,3000,38967.27273,0,0,0,0,0,0,7887.272727,7287.272727,0,71007.27273,0,111621.8182,785.4545455
1,104,ADANA,YÜREĞİR,0,0,7309.090909,0,12174.54545,0,21.81818182,48381.81818,0,0,29029.09091,87054.54545,33032.72727,1472.727273,0,60556.36364,10341.81818
1,105,ADANA,SEYHAN,0,0,21.81818182,0,5912.727273,0,0,28658.18182,0,0,11760,91145.45455,8410.909091,65.45454545,0,24970.90909,3938.181818
48,106,MUĞLA,ORTACA,0,0,0,0,0,0,0,0,0,0,1701.818182,414.5454545,0,8792.727273,0,11454.54545,0
48,107,MUĞLA,SEYDİKEMER,0,207.2727273,0,709.0909091,2901.818182,0,0,0,43.63636364,120,141.8181818,338.1818182,414.5454545,4450.909091,687.2727273,83345.45455,261.8181818
80,108,OSMANİYE,TOPRAKKALE,0,0,3927.272727,0,0,0,0,1560,0,0,0,13985.45455,3567.272727,0,0,17585.45455,2672.727273
7,109,ANTALYA,GÜNDOĞMUŞ,0,0,0,10.90909091,65.45454545,0,0,0,0,0,0,0,0,174.5454545,0,2672.727273,0
27,110,GAZİANTEP,ŞAHİNBEY,17421.81818,54.54545455,0,7581.818182,0,0,0,0,0,0,0,698.1818182,0,43156.36364,0,64952.72727,938.1818182
42,111,KONYA,HADİM,0,120,0,2258.181818,949.0909091,0,0,0,0,0,0,0,0,981.8181818,0,8781.818182,709.0909091
1,113,ADANA,ÇUKUROVA,0,0,14738.18182,0,338.1818182,0,0,207.2727273,0,0,109.0909091,3196.363636,938.1818182,1920,0,16549.09091,0
27,114,GAZİANTEP,İSLAHİYE,381.8181818,0,0,381.8181818,0,0,0,0,0,6065.454545,5040,8596.363636,0,14901.81818,0,163712.7273,447.2727273
80,116,OSMANİYE,HASANBEYLİ,0,0,43.63636364,403.6363636,0,0,0,0,0,0,0,0,0,2454.545455,0,9010.909091,0
15,117,BURDUR,ALTINYAYLA,0,54.54545455,0,141.8181818,32.72727273,0,0,0,0,0,0,0,0,218.1818182,185.4545455,2356.363636,0
33,118,MERSİN,ERDEMLİ,0,0,0,261.8181818,0,0,0,0,0,0,0,130.9090909,0,2301.818182,0,37930.90909,0
48,119,MUĞLA,DALAMAN,0,32.72727273,1974.545455,32.72727273,0,0,0,0,0,0,10.90909091,1069.090909,0,2716.363636,109.0909091,15490.90909,65.45454545
63,120,ŞANLIURFA,SURUÇ,41530.90909,0,0,436.3636364,0,0,0,32.72727273,436.3636364,0,135894.5455,99578.18182,0,35596.36364,0,4352.727273,10.90909091
48,122,MUĞLA,MARMARİS,0,0,0,0,0,0,0,0,0,0,0,10.90909091,0,414.5454545,305.4545455,872.7272727,0
63,123,ŞANLIURFA,MERKEZ,19755.87264,0,0,178.9649639,0,0,0,0,172.7670431,0,136873.3341,105150.8258,0,35799.19071,0,0,177554.9369
63,125,ŞANLIURFA,CEYLANPINAR,22221.81818,0,37396.36364,0,21.81818182,0,0,0,76.36363636,0,36567.27273,125552.7273,0,5945.454545,0,474152.7273,1887.272727
7,126,ANTALYA,KEPEZ,0,54.54545455,0,0,32.72727273,0,0,0,0,0,0,174.5454545,0,2520,1189.090909,14181.81818,43.63636364
33,129,MERSİN,TOROSLAR,0,0,0,174.5454545,0,0,0,0,0,0,0,32.72727273,0,392.7272727,0,2836.363636,0
80,130,OSMANİYE,MERKEZ,0,0,10952.72727,76.36363636,0,0,0,9392.727273,0,0,261.8181818,54709.09091,20738.18182,1265.454545,0,65083.63636,2596.363636
1,131,ADANA,SARIÇAM,0,0,78698.18182,523.6363636,5760,0,10.90909091,1767.272727,0,0,5400,8749.090909,4756.363636,1374.545455,0,179880,5040
1,132,ADANA,CEYHAN,0,0,141436.3636,2094.545455,9981.818182,0,0,40952.72727,0,0,63360,334516.3636,120687.2727,3141.818182,0,286821.8182,4832.727273
63,135,ŞANLIURFA,BİRECİK,19200,0,0,349.0909091,0,0,0,0,250.9090909,0,0,0,0,79625.45455,0,1800,65.45454545
80,136,OSMANİYE,BAHÇE,0,32.72727273,0,43.63636364,0,0,0,0,0,0,0,392.7272727,141.8181818,2552.727273,0,9196.363636,21.81818182
27,137,GAZİANTEP,NİZİP,7592.727273,0,1069.090909,6829.090909,0,0,0,0,0,0,2181.818182,589.0909091,0,73865.45455,0,6403.636364,0
7,140,ANTALYA,AKSU,0,0,0,0,0,0,0,0,0,0,6316.363636,12850.90909,0,425.4545455,76.36363636,18120,32.72727273
27,142,GAZİANTEP,NURDAĞI,1287.272727,0,0,19614.54545,3741.818182,0,0,730.9090909,774.5454545,16036.36364,2934.545455,11323.63636,8454.545455,15010.90909,0,174338.1818,7221.818182
42,144,KONYA,BOZKIR,10.90909091,98.18181818,0,9240,687.2727273,0,0,0,0,0,0,10.90909091,0,4494.545455,21.81818182,26181.81818,54.54545455
20,145,DENİZLİ,ÇAMELİ,0,1014.545455,0,1156.363636,0,0,0,0,0,21.81818182,0,567.2727273,0,2716.363636,98.18181818,5901.818182,32.72727273
48,146,MUĞLA,KÖYCEĞİZ,0,763.6363636,0,10.90909091,54.54545455,0,0,0,32.72727273,0,0,3010.909091,0,720,185.4545455,7669.090909,65.45454545
7,147,ANTALYA,DÖŞEMEALTI,0,76.36363636,0,130.9090909,185.4545455,0,0,0,0,0,0,0,207.2727273,22996.36364,7930.909091,43756.36364,120
48,148,MUĞLA,ULA,0,0,0,0,0,0,0,0,21.81818182,0,0,43.63636364,0,261.8181818,283.6363636,13505.45455,0
27,150,GAZİANTEP,MERKEZ,174.5454545,0,0,4800,0,0,0,0,0,0,0,970.9090909,0,21578.18182,0,47661.81818,949.0909091
42,151,KONYA,GÜNEYSINIR,0,3621.818182,763.6363636,20192.72727,130.9090909,0,0,0,0,632.7272727,0,2225.454545,0,30960,10.90909091,3643.636364,0
33,152,MERSİN,ÇAMLIYAYLA,0,0,0,10.90909091,0,0,0,0,0,0,0,0,0,98.18181818,0,523.6363636,0
42,153,KONYA,YALIHÜYÜK,0,3730.909091,0,2509.090909,0,0,0,0,0,2170.909091,0,0,0,18741.81818,0,18207.27273,0
48,155,MUĞLA,BODRUM,0,0,0,32.72727273,0,0,0,0,0,0,0,0,0,3872.727273,10.90909091,10887.27273,0
7,156,ANTALYA,AKSEKİ,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,796.3636364,21.81818182
15,157,BURDUR,GÖLHİSAR,0,698.1818182,21.81818182,567.2727273,338.1818182,0,0,0,0,5061.818182,0,872.7272727,0,13396.36364,490.9090909,13985.45455,556.3636364
7,158,ANTALYA,İBRADI,0,774.5454545,0,120,0,0,0,0,0,0,0,10.90909091,0,1898.181818,0,3185.454545,10.90909091
70,160,KARAMAN,KAZIMKARABEKİR,0,32290.90909,11181.81818,30087.27273,981.8181818,0,0,0,720,7930.909091,0,63294.54545,0,85330.90909,752.7272727,3196.363636,0
27,161,GAZİANTEP,YAVUZELİ,141.8181818,0,0,24087.27273,0,0,0,0,0,0,5541.818182,2258.181818,0,18065.45455,0,21523.63636,250.9090909
42,162,KONYA,AHIRLI,0,992.7272727,0,3578.181818,0,0,0,0,21.81818182,4549.090909,0,0,0,10560,65.45454545,3087.272727,0
7,163,ANTALYA,SERİK,0,0,0,0,65.45454545,0,0,0,0,0,17912.72727,3218.181818,240,1221.818182,752.7272727,81818.18182,512.7272727
33,164,MERSİN,TARSUS,0,0,17127.27273,174.5454545,2083.636364,1669.090909,0,58494.54545,0,0,33370.90909,60349.09091,2029.090909,5432.727273,0,264861.8182,1440
1,165,ADANA,İMAMOĞLU,0,0,75196.36364,21.81818182,1189.090909,0,0,3163.636364,0,0,2770.909091,19756.36364,6327.272727,1232.727273,0,143269.0909,436.3636364
80,166,OSMANİYE,DÜZİÇİ,0,0,218.1818182,21.81818182,0,0,0,0,21.81818182,0,109.0909091,12196.36364,22581.81818,6043.636364,0,83334.54545,21.81818182
7,167,ANTALYA,KORKUTELİ,0,1821.818182,2520,37025.45455,3054.545455,0,0,0,763.6363636,3545.454545,0,0,0,187592.7273,501.8181818,99000,327.2727273
15,168,BURDUR,ÇAVDIR,0,65.45454545,0,1909.090909,469.0909091,0,0,0,0,13483.63636,0,0,0,9654.545455,229.0909091,20061.81818,76.36363636
47,169,MARDİN,KIZILTEPE,33261.81818,0,0,3490.909091,0,0,0,0,0,0,44345.45455,220603.6364,0,119421.8182,0,396294.5455,0
1,170,ADANA,KARAİSALI,0,0,46123.63636,21.81818182,21.81818182,0,0,392.7272727,0,0,10.90909091,4745.454545,392.7272727,1810.909091,109.0909091,51425.45455,21.81818182
63,171,ŞANLIURFA,HALFETİ,4843.636364,0,0,109.0909091,0,0,0,0,0,0,0,43.63636364,0,29727.27273,0,3840,0
20,172,DENİZLİ,BEYAĞAÇ,0,1243.636364,0,1483.636364,0,0,0,0,0,0,0,65.45454545,0,1865.454545,0,13101.81818,0
47,173,MARDİN,NUSAYBİN,27709.09091,0,0,6654.545455,0,0,0,916.3636364,0,0,1200,23170.90909,0,99490.90909,0,83683.63636,0
7,176,ANTALYA,MANAVGAT,0,0,0,0,10.90909091,0,0,0,0,0,3098.181818,4461.818182,5945.454545,6490.909091,4385.454545,51098.18182,76.36363636
46,177,KAHRAMANMARAŞ,TÜRKOĞLU,0,0,0,447.2727273,0,0,0,5803.636364,621.8181818,2749.090909,6076.363636,55014.54545,643.6363636,9796.363636,0,104400,32.72727273
42,179,KONYA,HALKAPINAR,0,1003.636364,512.7272727,12490.90909,87.27272727,0,0,0,0,0,0,316.3636364,0,11138.18182,316.3636364,9687.272727,0
63,180,ŞANLIURFA,BOZOVA,23061.81818,0,0,425.4545455,0,0,0,21.81818182,2432.727273,30261.81818,52418.18182,9349.090909,283.6363636,86934.54545,0,90949.09091,0
15,181,BURDUR,TEFENNİ,0,65.45454545,32.72727273,6425.454545,98.18181818,0,0,0,0,9370.909091,0,1865.454545,0,31745.45455,2956.363636,23760,98.18181818
63,182,ŞANLIURFA,HALİLİYE,49080,0,0,1320,120,0,0,32.72727273,5476.363636,0,118178.1818,106592.7273,98.18181818,101356.3636,0,152749.0909,120
27,183,GAZİANTEP,ARABAN,370.9090909,0,3010.909091,43101.81818,654.5454545,0,0,370.9090909,0,0,34418.18182,9458.181818,0,20400,0,54250.90909,556.3636364
42,184,KONYA,DEREBUCAK,0,1723.636364,0,98.18181818,0,0,0,0,0,0,0,0,0,283.6363636,0,480,0
70,186,KARAMAN,MERKEZ,850.9090909,65792.72727,56290.90909,140127.2727,15916.36364,0,0,0,11672.72727,65476.36364,0,249589.0909,0,88472.72727,7429.090909,170530.9091,7167.272727
47,189,MARDİN,YEŞİLLİ,349.0909091,0,0,174.5454545,0,0,0,0,196.3636364,0,0,545.4545455,0,1298.181818,0,1865.454545,21.81818182
42,190,KONYA,AKÖREN,3938.181818,3316.363636,1527.272727,24087.27273,370.9090909,0,0,0,0,1407.272727,0,2181.818182,0,19450.90909,109.0909091,33970.90909,21.81818182
30,191,HAKKARİ,DERECİK,0,545.4545455,0,120,65.45454545,0,0,0,0,0,0,327.2727273,0,1210.909091,0,17072.72727,218.1818182
15,192,BURDUR,KEMER,0,643.6363636,0,1963.636364,43.63636364,0,0,0,0,5105.454545,0,87.27272727,0,39643.63636,9414.545455,3654.545455,10.90909091
15,193,BURDUR,KARAMANLI,0,425.4545455,10.90909091,3992.727273,32.72727273,0,0,0,261.8181818,8716.363636,0,3785.454545,0,59334.54545,3567.272727,14803.63636,567.2727273
63,194,ŞANLIURFA,KARAKÖPRÜ,54840,0,0,2127.272727,0,0,0,0,403.6363636,0,21447.27273,23247.27273,0,86160,0,40058.18182,130.9090909
70,195,KARAMAN,AYRANCI,0,1309.090909,8225.454545,10854.54545,1330.909091,0,0,0,338.1818182,5116.363636,0,14181.81818,0,81970.90909,41727.27273,106920,436.3636364
73,197,ŞIRNAK,CİZRE,10123.63636,0,0,0,0,0,0,0,0,0,3829.090909,261.8181818,5650.909091,105872.7273,0,567.2727273,0
47,198,MARDİN,ÖMERLİ,643.6363636,0,0,1843.636364,1025.454545,0,0,0,0,0,0,0,0,5432.727273,0,501.8181818,0
73,199,ŞIRNAK,İDİL,57774.54545,0,0,458.1818182,0,0,0,0,0,0,1189.090909,1069.090909,0,23716.36364,0,141229.0909,0
15,200,BURDUR,BUCAK,0,21.81818182,730.9090909,676.3636364,21.81818182,0,0,0,141.8181818,927.2727273,0,534.5454545,54.54545455,104367.2727,2192.727273,34352.72727,98.18181818
48,201,MUĞLA,MERKEZ,0,218.1818182,0,316.3636364,54.54545455,0,0,0,0,0,0,403.6363636,10.90909091,4210.909091,894.5454545,22450.90909,87.27272727
63,202,ŞANLIURFA,VİRANŞEHİR,142712.7273,0,0,8585.454545,2705.454545,327.2727273,0,370.9090909,0,0,383258.1818,383465.4545,0,102709.0909,0,183349.0909,2760
47,203,MARDİN,DERİK,22810.90909,0,0,6294.545455,0,1996.363636,0,545.4545455,0,0,16472.72727,149923.6364,0,144894.5455,0,215127.2727,676.3636364
73,206,ŞIRNAK,SİLOPİ,21480,0,0,458.1818182,0,0,0,0,0,0,34538.18182,26301.81818,90109.09091,84861.81818,0,0,0
15,208,BURDUR,ÇELTİKÇİ,0,98.18181818,0,370.9090909,0,0,0,0,0,0,0,21.81818182,0,7745.454545,1625.454545,2160,65.45454545
47,209,MARDİN,MERKEZ,15545.45455,0,0,11956.36364,0,0,0,0,0,0,4374.545455,23607.27273,0,27010.90909,0,102338.1818,0
1,210,ADANA,POZANTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,211,OSMANİYE,SUMBAS,0,0,5530.909091,240,0,0,0,796.3636364,0,0,0,21872.72727,5727.272727,4516.363636,0,39207.27273,0
46,213,KAHRAMANMARAŞ,PAZARCIK,5967.272727,0,0,11803.63636,0,0,0,752.7272727,130.9090909,861.8181818,7843.636364,78272.72727,0,43625.45455,0,145712.7273,294.5454545
47,214,MARDİN,MİDYAT,15949.09091,0,0,6698.181818,0,0,0,0,0,0,0,0,0,19920,0,21098.18182,0
51,215,NİĞDE,ULUKIŞLA,0,4909.090909,0,8607.272727,981.8181818,0,0,0,0,1287.272727,0,0,0,44432.72727,1036.363636,52800,687.2727273
80,216,OSMANİYE,KADİRLİ,0,0,14116.36364,0,0,0,0,5563.636364,0,0,1374.545455,114730.9091,60872.72727,13232.72727,818.1818182,139887.2727,2203.636364
30,217,HAKKARİ,ÇUKURCA,0,305.4545455,0,0,0,8105.454545,0,0,0,0,0,327.2727273,0,0,0,12774.54545,207.2727273
48,218,MUĞLA,YATAĞAN,0,32.72727273,0,32.72727273,120,0,0,0,0,0,0,2803.636364,360,4396.363636,5367.272727,34789.09091,32.72727273
2,220,ADIYAMAN,SAMSAT,2421.818182,0,0,9370.909091,0,0,0,0,0,2585.454545,6054.545455,0,0,28265.45455,0,19985.45455,0
47,221,MARDİN,MAZIDAĞI,25243.63636,0,0,2007.272727,0,0,0,0,0,0,0,5105.454545,0,40003.63636,0,11661.81818,0
48,222,MUĞLA,KAVAKLIDERE,0,32.72727273,0,109.0909091,10.90909091,0,0,0,43.63636364,0,0,32.72727273,0,698.1818182,32.72727273,1898.181818,10.90909091
42,223,KONYA,SEYDİŞEHİR,0,5563.636364,109.0909091,2858.181818,9545.454545,0,0,0,240,21730.90909,0,3741.818182,0,53214.54545,87.27272727,68116.36364,872.7272727
1,225,ADANA,ALADAĞ,0,0,425.4545455,54.54545455,0,0,0,0,0,0,0,0,0,174.5454545,0,1461.818182,0
20,226,DENİZLİ,KALE,0,174.5454545,0,283.6363636,0,0,0,0,0,0,0,250.9090909,0,4734.545455,698.1818182,21938.18182,403.6363636
63,227,ŞANLIURFA,HİLVAN,140847.2727,0,0,14585.45455,1778.181818,0,0,0,1003.636364,818.1818182,36403.63636,10690.90909,0,143454.5455,0,40712.72727,0
20,228,DENİZLİ,ACIPAYAM,0,567.2727273,0,2498.181818,0,0,0,0,0,4134.545455,0,1178.181818,0,60818.18182,2094.545455,36010.90909,2912.727273
15,229,BURDUR,AĞLASUN,0,240,21.81818182,261.8181818,10.90909091,0,0,0,0,0,0,250.9090909,0,1680,229.0909091,8803.636364,76.36363636
48,230,MUĞLA,MİLAS,0,0,0,360,720,0,0,0,0,0,5170.909091,10669.09091,0,21163.63636,6894.545455,67767.27273,0
32,231,ISPARTA,SÜTÇÜLER,0,43.63636364,0,54.54545455,21.81818182,0,0,0,0,0,0,54.54545455,32.72727273,1821.818182,109.0909091,4287.272727,10.90909091
42,232,KONYA,ÇUMRA,152.7272727,78861.81818,81916.36364,18250.90909,16898.18182,0,43.63636364,0,2258.181818,166865.4545,0,273818.1818,0,239923.6364,501.8181818,150207.2727,621.8181818
2,233,ADIYAMAN,BESNİ,7069.090909,43.63636364,10.90909091,55625.45455,872.7272727,0,0,0,21.81818182,0,34505.45455,24480,0,63720,0,98378.18182,87.27272727
9,234,AYDIN,DİDİM,0,0,76.36363636,0,0,0,0,0,0,0,49920,294.5454545,0,5509.090909,174.5454545,11781.81818,0
73,235,ŞIRNAK,ULUDERE,10.90909091,0,0,0,0,0,0,0,0,0,0,0,0,9938.181818,0,13440,10.90909091
20,238,DENİZLİ,SERİNHİSAR,0,218.1818182,0,2563.636364,10.90909091,0,0,0,76.36363636,0,0,196.3636364,0,9840,0,7003.636364,0
1,239,ADANA,KOZAN,0,65.45454545,40396.36364,65.45454545,0,0,0,10287.27273,0,0,447.2727273,57665.45455,17574.54545,15098.18182,0,191989.0909,1854.545455
46,240,KAHRAMANMARAŞ,ANDIRIN,0,349.0909091,7745.454545,229.0909091,0,0,0,512.7272727,0,0,0,10930.90909,5541.818182,7701.818182,0,57512.72727,0
46,241,KAHRAMANMARAŞ,ÇAĞLAYANCERİT,0,32.72727273,0,632.7272727,0,0,0,0,0,0,0,10.90909091,0,2323.636364,0,2509.090909,21.81818182
46,242,KAHRAMANMARAŞ,DULKADİROĞLU,229.0909091,87.27272727,0,1669.090909,152.7272727,65.45454545,0,5203.636364,229.0909091,2214.545455,15709.09091,42578.18182,698.1818182,13265.45455,0,87720,927.2727273
30,243,HAKKARİ,ŞEMDİNLİ,0,2378.181818,0,992.7272727,185.4545455,0,0,0,0,0,0,1276.363636,0,11345.45455,0,76407.27273,1429.090909
47,244,MARDİN,DARGEÇİT,294.5454545,0,0,425.4545455,0,0,0,0,0,0,0,0,0,632.7272727,0,3556.363636,0
73,245,ŞIRNAK,GÜÇLÜKONAK,261.8181818,0,0,130.9090909,0,0,0,0,0,0,0,0,0,5214.545455,0,12120,0
47,246,MARDİN,SAVUR,6970.909091,0,0,2170.909091,0,0,0,0,0,0,8923.636364,1560,0,13407.27273,0,48218.18182,0
9,247,AYDIN,KARPUZLU,0,0,0,0,1036.363636,0,0,0,0,0,0,18970.90909,2170.909091,0,0,1952.727273,0
20,248,DENİZLİ,TAVAS,0,927.2727273,0,7298.181818,0,0,0,0,0,0,0,20901.81818,0,122160,2312.727273,59781.81818,229.0909091
15,249,BURDUR,YEŞİLOVA,32.72727273,338.1818182,32.72727273,4854.545455,43.63636364,0,0,0,65.45454545,1330.909091,0,87.27272727,0,47618.18182,11400,42709.09091,54.54545455
15,253,BURDUR,MERKEZ,218.1818182,1189.090909,120,4843.636364,1952.727273,0,0,21.81818182,589.0909091,5705.454545,0,1123.636364,0,76243.63636,19625.45455,32105.45455,1276.363636
32,254,ISPARTA,YENİŞARBADEMLİ,0,218.1818182,0,0,0,0,0,0,0,0,0,10.90909091,0,490.9090909,0,1461.818182,32.72727273
32,256,ISPARTA,AKSU,0,43.63636364,0,0,0,0,0,0,0,0,0,0,0,458.1818182,0,883.6363636,10.90909091
42,257,KONYA,MERKEZ,10.89169681,4683.429627,627.361736,13870.57588,6643.935052,0,0,0,1742.671489,11001.70294,0,23909.45283,0,58750.90174,1884.263548,114119.9316,2810.057776
