CityId,DistrictId,FieldId,CityName,DistrictName,CropName,Coef,FieldArea
1,225,2,ADANA,ALADAĞ,Tomato,1.2,4.37
1,225,3,ADANA,ALADAĞ,Wheat,4.44,1.27
1,225,3,ADANA,ALADAĞ,Barley,0,1.27
1,225,3,ADANA,ALADAĞ,Sunflower,0.58,1.27
1,225,3,ADANA,ALADAĞ,Rice,2.32,1.27
1,225,3,ADANA,ALADAĞ,Lentil,2.88,1.27
1,225,3,ADANA,ALADAĞ,Chickpea,3.01,1.27
1,225,3,ADANA,ALADAĞ,Cotton,0.72,1.27
1,225,3,ADANA,ALADAĞ,Sugarbeet,4.4,1.27
1,225,3,ADANA,ALADAĞ,Soybean,6.29,1.27
1,225,3,ADANA,ALADAĞ,Peanut,0,1.27
1,225,3,ADANA,ALADAĞ,Oat,7.54,1.27
1,225,3,ADANA,ALADAĞ,Potato,0.52,1.27
1,225,3,ADANA,ALADAĞ,Corn,0,1.27
1,225,3,ADANA,ALADAĞ,Canola,12.01,1.27
1,225,3,ADANA,ALADAĞ,Onion,0,1.27
1,225,3,ADANA,ALADAĞ,Bean,7.62,1.27
1,225,3,ADANA,ALADAĞ,Tomato,2.83,1.27
1,225,4,ADANA,ALADAĞ,Wheat,3.72,32.09
1,225,4,ADANA,ALADAĞ,Barley,4.13,32.09
1,225,4,ADANA,ALADAĞ,Sunflower,1.72,32.09
1,225,4,ADANA,ALADAĞ,Rice,3.37,32.09
1,225,4,ADANA,ALADAĞ,Lentil,1.75,32.09
1,225,4,ADANA,ALADAĞ,Chickpea,0.98,32.09
1,225,4,ADANA,ALADAĞ,Cotton,5.72,32.09
1,225,4,ADANA,ALADAĞ,Sugarbeet,2.64,32.09
1,225,4,ADANA,ALADAĞ,Soybean,3.82,32.09
1,225,4,ADANA,ALADAĞ,Peanut,0.87,32.09
1,225,4,ADANA,ALADAĞ,Oat,3.82,32.09
1,225,4,ADANA,ALADAĞ,Potato,2.6,32.09
1,225,4,ADANA,ALADAĞ,Corn,0,32.09
1,225,4,ADANA,ALADAĞ,Canola,1.76,32.09
1,225,4,ADANA,ALADAĞ,Onion,0.03,32.09
1,225,4,ADANA,ALADAĞ,Bean,4.23,32.09
1,225,4,ADANA,ALADAĞ,Tomato,6.05,32.09
1,225,5,ADANA,ALADAĞ,Wheat,0,25.18
1,225,5,ADANA,ALADAĞ,Barley,0,25.18
1,225,5,ADANA,ALADAĞ,Sunflower,0,25.18
1,225,5,ADANA,ALADAĞ,Rice,0,25.18
1,225,5,ADANA,ALADAĞ,Lentil,0,25.18
1,225,5,ADANA,ALADAĞ,Chickpea,1.46,25.18
1,225,5,ADANA,ALADAĞ,Cotton,3.45,25.18
1,225,5,ADANA,ALADAĞ,Sugarbeet,0,25.18
1,225,5,ADANA,ALADAĞ,Soybean,8.08,25.18
1,225,5,ADANA,ALADAĞ,Peanut,5.23,25.18
1,225,5,ADANA,ALADAĞ,Oat,2.44,25.18
1,225,5,ADANA,ALADAĞ,Potato,1.67,25.18
1,225,5,ADANA,ALADAĞ,Corn,0,25.18
1,225,5,ADANA,ALADAĞ,Canola,6.42,25.18
1,225,5,ADANA,ALADAĞ,Onion,3.57,25.18
1,225,5,ADANA,ALADAĞ,Bean,0,25.18
1,225,5,ADANA,ALADAĞ,Tomato,0,25.18
1,225,6,ADANA,ALADAĞ,Wheat,1.25,6.27
1,225,6,ADANA,ALADAĞ,Barley,4.17,6.27
1,225,6,ADANA,ALADAĞ,Sunflower,5.31,6.27
1,225,6,ADANA,ALADAĞ,Rice,1.5,6.27
1,225,6,ADANA,ALADAĞ,Lentil,5.11,6.27
1,225,6,ADANA,ALADAĞ,Chickpea,0.65,6.27
1,225,6,ADANA,ALADAĞ,Cotton,0,6.27
1,225,6,ADANA,ALADAĞ,Sugarbeet,0,6.27
1,225,6,ADANA,ALADAĞ,Soybean,3.52,6.27
1,225,6,ADANA,ALADAĞ,Peanut,7.16,6.27
1,225,6,ADANA,ALADAĞ,Oat,2.08,6.27
1,225,6,ADANA,ALADAĞ,Potato,4.03,6.27
1,225,6,ADANA,ALADAĞ,Corn,4.63,6.27
1,225,6,ADANA,ALADAĞ,Canola,3.48,6.27
1,225,6,ADANA,ALADAĞ,Onion,0,6.27
1,225,6,ADANA,ALADAĞ,Bean,0.32,6.27
1,225,6,ADANA,ALADAĞ,Tomato,0.52,6.27
1,225,7,ADANA,ALADAĞ,Wheat,2.86,14.25
1,225,7,ADANA,ALADAĞ,Barley,2.71,14.25
1,225,7,ADANA,ALADAĞ,Sunflower,3.68,14.25
1,225,7,ADANA,ALADAĞ,Rice,7.4,14.25
1,225,7,ADANA,ALADAĞ,Lentil,3.52,14.25
1,225,7,ADANA,ALADAĞ,Chickpea,4.97,14.25
1,225,7,ADANA,ALADAĞ,Cotton,0,14.25
1,225,7,ADANA,ALADAĞ,Sugarbeet,2.47,14.25
1,225,7,ADANA,ALADAĞ,Soybean,1.66,14.25
1,225,7,ADANA,ALADAĞ,Peanut,0,14.25
1,225,7,ADANA,ALADAĞ,Oat,2.41,14.25
1,225,7,ADANA,ALADAĞ,Potato,0.87,14.25
1,225,7,ADANA,ALADAĞ,Corn,0.21,14.25
1,225,7,ADANA,ALADAĞ,Canola,4.2,14.25
1,225,7,ADANA,ALADAĞ,Onion,2.64,14.25
1,225,7,ADANA,ALADAĞ,Bean,0,14.25
1,225,7,ADANA,ALADAĞ,Tomato,0,14.25
1,225,8,ADANA,ALADAĞ,Wheat,6.72,11
1,225,8,ADANA,ALADAĞ,Barley,4.1,11
1,225,8,ADANA,ALADAĞ,Sunflower,2.94,11
1,225,8,ADANA,ALADAĞ,Rice,0.27,11
1,225,8,ADANA,ALADAĞ,Lentil,3.44,11
1,225,8,ADANA,ALADAĞ,Chickpea,4.86,11
1,225,8,ADANA,ALADAĞ,Cotton,5.42,11
1,225,8,ADANA,ALADAĞ,Sugarbeet,0,11
1,225,8,ADANA,ALADAĞ,Soybean,2.81,11
1,225,8,ADANA,ALADAĞ,Peanut,5.88,11
1,225,8,ADANA,ALADAĞ,Oat,0,11
1,225,8,ADANA,ALADAĞ,Potato,3,11
1,225,8,ADANA,ALADAĞ,Corn,3.79,11
1,225,8,ADANA,ALADAĞ,Canola,3.6,11
1,225,8,ADANA,ALADAĞ,Onion,2.15,11
1,225,8,ADANA,ALADAĞ,Bean,2.07,11
1,225,8,ADANA,ALADAĞ,Tomato,0,11
1,225,9,ADANA,ALADAĞ,Wheat,3.72,12.01
1,225,9,ADANA,ALADAĞ,Barley,4.96,12.01
1,225,9,ADANA,ALADAĞ,Sunflower,5.38,12.01
1,225,9,ADANA,ALADAĞ,Rice,5.75,12.01
1,225,9,ADANA,ALADAĞ,Lentil,7.53,12.01
1,225,9,ADANA,ALADAĞ,Chickpea,2.99,12.01
1,225,9,ADANA,ALADAĞ,Cotton,4.51,12.01
1,225,9,ADANA,ALADAĞ,Sugarbeet,8.4,12.01
1,225,9,ADANA,ALADAĞ,Soybean,0,12.01
1,225,9,ADANA,ALADAĞ,Peanut,4.54,12.01
1,225,9,ADANA,ALADAĞ,Oat,2.67,12.01
1,225,9,ADANA,ALADAĞ,Potato,0.51,12.01
1,225,9,ADANA,ALADAĞ,Corn,7.14,12.01
1,225,9,ADANA,ALADAĞ,Canola,4.31,12.01
1,225,9,ADANA,ALADAĞ,Onion,0,12.01
1,225,9,ADANA,ALADAĞ,Bean,2.04,12.01
1,225,9,ADANA,ALADAĞ,Tomato,2.34,12.01
1,225,10,ADANA,ALADAĞ,Wheat,1.12,25.54
1,225,10,ADANA,ALADAĞ,Barley,0,25.54
1,225,10,ADANA,ALADAĞ,Sunflower,0.79,25.54
1,225,10,ADANA,ALADAĞ,Rice,4.97,25.54
1,225,10,ADANA,ALADAĞ,Lentil,6.59,25.54
1,225,10,ADANA,ALADAĞ,Chickpea,3.2,25.54
1,225,10,ADANA,ALADAĞ,Cotton,3.66,25.54
1,225,10,ADANA,ALADAĞ,Sugarbeet,5.82,25.54
1,225,10,ADANA,ALADAĞ,Soybean,0,25.54
1,225,10,ADANA,ALADAĞ,Peanut,3.45,25.54
1,225,10,ADANA,ALADAĞ,Oat,3.28,25.54
1,225,10,ADANA,ALADAĞ,Potato,1.67,25.54
1,225,10,ADANA,ALADAĞ,Corn,0,25.54
1,225,10,ADANA,ALADAĞ,Canola,0,25.54
1,225,10,ADANA,ALADAĞ,Onion,0,25.54
1,225,10,ADANA,ALADAĞ,Bean,0,25.54
1,225,10,ADANA,ALADAĞ,Tomato,0.09,25.54
1,132,11,ADANA,CEYHAN,Wheat,2.3,20.48
1,132,11,ADANA,CEYHAN,Barley,0,20.48
1,132,11,ADANA,CEYHAN,Sunflower,3.71,20.48
1,132,11,ADANA,CEYHAN,Rice,1.37,20.48
1,132,11,ADANA,CEYHAN,Lentil,9.52,20.48
1,132,11,ADANA,CEYHAN,Chickpea,7.31,20.48
1,132,11,ADANA,CEYHAN,Cotton,0.78,20.48
1,132,11,ADANA,CEYHAN,Sugarbeet,3.79,20.48
1,132,11,ADANA,CEYHAN,Soybean,4.81,20.48
1,132,11,ADANA,CEYHAN,Peanut,2.43,20.48
1,132,11,ADANA,CEYHAN,Oat,1.83,20.48
1,132,11,ADANA,CEYHAN,Potato,0,20.48
1,132,11,ADANA,CEYHAN,Corn,0,20.48
1,132,11,ADANA,CEYHAN,Canola,1.94,20.48
1,132,11,ADANA,CEYHAN,Onion,5.53,20.48
1,132,11,ADANA,CEYHAN,Bean,8.77,20.48
1,132,11,ADANA,CEYHAN,Tomato,1.15,20.48
1,132,12,ADANA,CEYHAN,Wheat,3.53,2
1,132,12,ADANA,CEYHAN,Barley,3.38,2
1,132,12,ADANA,CEYHAN,Sunflower,1.34,2
1,132,12,ADANA,CEYHAN,Rice,7.27,2
1,132,12,ADANA,CEYHAN,Lentil,6.45,2
1,132,12,ADANA,CEYHAN,Chickpea,5.39,2
1,132,12,ADANA,CEYHAN,Cotton,0,2
1,132,12,ADANA,CEYHAN,Sugarbeet,2.16,2
1,132,12,ADANA,CEYHAN,Soybean,0,2
1,132,12,ADANA,CEYHAN,Peanut,3.42,2
1,132,12,ADANA,CEYHAN,Oat,1.56,2
1,132,12,ADANA,CEYHAN,Potato,0,2
1,132,12,ADANA,CEYHAN,Corn,0.99,2
1,132,12,ADANA,CEYHAN,Canola,4.73,2
1,132,12,ADANA,CEYHAN,Onion,2.31,2
1,132,12,ADANA,CEYHAN,Bean,1.82,2
1,132,12,ADANA,CEYHAN,Tomato,2.03,2
1,132,13,ADANA,CEYHAN,Wheat,1.66,9.16
1,132,13,ADANA,CEYHAN,Barley,2.13,9.16
1,132,13,ADANA,CEYHAN,Sunflower,2.94,9.16
1,132,13,ADANA,CEYHAN,Rice,0,9.16
1,132,13,ADANA,CEYHAN,Lentil,4.11,9.16
1,132,13,ADANA,CEYHAN,Chickpea,0,9.16
1,132,13,ADANA,CEYHAN,Cotton,2.66,9.16
1,132,13,ADANA,CEYHAN,Sugarbeet,4.98,9.16
1,132,13,ADANA,CEYHAN,Soybean,0.88,9.16
1,132,13,ADANA,CEYHAN,Peanut,1.7,9.16
1,132,13,ADANA,CEYHAN,Oat,4.9,9.16
1,132,13,ADANA,CEYHAN,Potato,0.44,9.16
1,132,13,ADANA,CEYHAN,Corn,2.08,9.16
1,132,13,ADANA,CEYHAN,Canola,0.88,9.16
1,132,13,ADANA,CEYHAN,Onion,5.94,9.16
1,132,13,ADANA,CEYHAN,Bean,1.81,9.16
1,132,13,ADANA,CEYHAN,Tomato,1.99,9.16
1,132,14,ADANA,CEYHAN,Wheat,0,2.96
1,132,14,ADANA,CEYHAN,Barley,0.85,2.96
1,132,14,ADANA,CEYHAN,Sunflower,8.88,2.96
1,132,14,ADANA,CEYHAN,Rice,0,2.96
1,132,14,ADANA,CEYHAN,Lentil,3.66,2.96
1,132,14,ADANA,CEYHAN,Chickpea,0,2.96
1,132,14,ADANA,CEYHAN,Cotton,0.06,2.96
1,132,14,ADANA,CEYHAN,Sugarbeet,2.03,2.96
1,132,14,ADANA,CEYHAN,Soybean,0,2.96
1,132,14,ADANA,CEYHAN,Peanut,2.78,2.96
1,132,14,ADANA,CEYHAN,Oat,2.34,2.96
1,132,14,ADANA,CEYHAN,Potato,4.54,2.96
1,132,14,ADANA,CEYHAN,Corn,8.18,2.96
1,132,14,ADANA,CEYHAN,Canola,0,2.96
1,132,14,ADANA,CEYHAN,Onion,3.75,2.96
1,132,14,ADANA,CEYHAN,Bean,0,2.96
1,132,14,ADANA,CEYHAN,Tomato,5.25,2.96
1,132,15,ADANA,CEYHAN,Wheat,3.47,4.72
1,132,15,ADANA,CEYHAN,Barley,3.49,4.72
1,132,15,ADANA,CEYHAN,Sunflower,0,4.72
1,132,15,ADANA,CEYHAN,Rice,1.45,4.72
1,132,15,ADANA,CEYHAN,Lentil,5.38,4.72
1,132,15,ADANA,CEYHAN,Chickpea,3.06,4.72
1,132,15,ADANA,CEYHAN,Cotton,2.58,4.72
1,132,15,ADANA,CEYHAN,Sugarbeet,4.22,4.72
1,132,15,ADANA,CEYHAN,Soybean,3.08,4.72
1,132,15,ADANA,CEYHAN,Peanut,2.86,4.72
1,132,15,ADANA,CEYHAN,Oat,0,4.72
1,132,15,ADANA,CEYHAN,Potato,1.12,4.72
1,132,15,ADANA,CEYHAN,Corn,9.17,4.72
1,132,15,ADANA,CEYHAN,Canola,0,4.72
1,132,15,ADANA,CEYHAN,Onion,2.47,4.72
1,132,15,ADANA,CEYHAN,Bean,0,4.72
1,132,15,ADANA,CEYHAN,Tomato,5.78,4.72
1,132,16,ADANA,CEYHAN,Wheat,2.46,6.72
1,132,16,ADANA,CEYHAN,Barley,0,6.72
1,132,16,ADANA,CEYHAN,Sunflower,4.29,6.72
1,132,16,ADANA,CEYHAN,Rice,0.51,6.72
1,132,16,ADANA,CEYHAN,Lentil,0,6.72
1,132,16,ADANA,CEYHAN,Chickpea,3.84,6.72
1,132,16,ADANA,CEYHAN,Cotton,4.39,6.72
1,132,16,ADANA,CEYHAN,Sugarbeet,0.04,6.72
1,132,16,ADANA,CEYHAN,Soybean,1.02,6.72
1,132,16,ADANA,CEYHAN,Peanut,1.62,6.72
1,132,16,ADANA,CEYHAN,Oat,1.01,6.72
1,132,16,ADANA,CEYHAN,Potato,6.49,6.72
1,132,16,ADANA,CEYHAN,Corn,5.03,6.72
1,132,16,ADANA,CEYHAN,Canola,1.71,6.72
1,132,16,ADANA,CEYHAN,Onion,1.57,6.72
1,132,16,ADANA,CEYHAN,Bean,4.71,6.72
1,132,16,ADANA,CEYHAN,Tomato,4.16,6.72
1,132,17,ADANA,CEYHAN,Wheat,4.65,20.79
1,132,17,ADANA,CEYHAN,Barley,2.14,20.79
1,132,17,ADANA,CEYHAN,Sunflower,2.77,20.79
1,132,17,ADANA,CEYHAN,Rice,0,20.79
1,132,17,ADANA,CEYHAN,Lentil,3.67,20.79
1,132,17,ADANA,CEYHAN,Chickpea,4.18,20.79
1,132,17,ADANA,CEYHAN,Cotton,9.2,20.79
1,132,17,ADANA,CEYHAN,Sugarbeet,2.57,20.79
1,132,17,ADANA,CEYHAN,Soybean,2.5,20.79
1,132,17,ADANA,CEYHAN,Peanut,3.34,20.79
1,132,17,ADANA,CEYHAN,Oat,1,20.79
1,132,17,ADANA,CEYHAN,Potato,4.48,20.79
1,132,17,ADANA,CEYHAN,Corn,0,20.79
1,132,17,ADANA,CEYHAN,Canola,4.95,20.79
1,132,17,ADANA,CEYHAN,Onion,2.82,20.79
1,132,17,ADANA,CEYHAN,Bean,0,20.79
1,132,17,ADANA,CEYHAN,Tomato,0,20.79
1,132,18,ADANA,CEYHAN,Wheat,0,2
1,132,18,ADANA,CEYHAN,Barley,2.73,2
1,132,18,ADANA,CEYHAN,Sunflower,2.13,2
1,132,18,ADANA,CEYHAN,Rice,1.69,2
1,132,18,ADANA,CEYHAN,Lentil,6.56,2
1,132,18,ADANA,CEYHAN,Chickpea,0,2
1,132,18,ADANA,CEYHAN,Cotton,2.26,2
1,132,18,ADANA,CEYHAN,Sugarbeet,1.15,2
1,132,18,ADANA,CEYHAN,Soybean,6.92,2
1,132,18,ADANA,CEYHAN,Peanut,3.31,2
1,132,18,ADANA,CEYHAN,Oat,0,2
1,132,18,ADANA,CEYHAN,Potato,3.15,2
1,132,18,ADANA,CEYHAN,Corn,0,2
1,132,18,ADANA,CEYHAN,Canola,4.83,2
1,132,18,ADANA,CEYHAN,Onion,0,2
1,132,18,ADANA,CEYHAN,Bean,1.94,2
1,132,18,ADANA,CEYHAN,Tomato,1.17,2
1,132,19,ADANA,CEYHAN,Wheat,0.6,24.54
1,132,19,ADANA,CEYHAN,Barley,1.89,24.54
1,132,19,ADANA,CEYHAN,Sunflower,2.78,24.54
1,132,19,ADANA,CEYHAN,Rice,1.21,24.54
1,132,19,ADANA,CEYHAN,Lentil,0,24.54
1,132,19,ADANA,CEYHAN,Chickpea,0,24.54
1,132,19,ADANA,CEYHAN,Cotton,0.98,24.54
1,132,19,ADANA,CEYHAN,Sugarbeet,1.55,24.54
1,132,19,ADANA,CEYHAN,Soybean,6.81,24.54
1,132,19,ADANA,CEYHAN,Peanut,4.42,24.54
1,132,19,ADANA,CEYHAN,Oat,1.33,24.54
1,132,19,ADANA,CEYHAN,Potato,0,24.54
1,132,19,ADANA,CEYHAN,Corn,0,24.54
1,132,19,ADANA,CEYHAN,Canola,0,24.54
1,132,19,ADANA,CEYHAN,Onion,6.84,24.54
1,132,19,ADANA,CEYHAN,Bean,2.1,24.54
1,132,19,ADANA,CEYHAN,Tomato,6.16,24.54
1,132,20,ADANA,CEYHAN,Wheat,0.92,1.55
1,132,20,ADANA,CEYHAN,Barley,6.63,1.55
1,132,20,ADANA,CEYHAN,Sunflower,0,1.55
1,132,20,ADANA,CEYHAN,Rice,0,1.55
1,132,20,ADANA,CEYHAN,Lentil,1.3,1.55
1,132,20,ADANA,CEYHAN,Chickpea,1.3,1.55
1,132,20,ADANA,CEYHAN,Cotton,3,1.55
1,132,20,ADANA,CEYHAN,Sugarbeet,0,1.55
1,132,20,ADANA,CEYHAN,Soybean,0,1.55
1,132,20,ADANA,CEYHAN,Peanut,6.55,1.55
1,132,20,ADANA,CEYHAN,Oat,2.69,1.55
1,132,20,ADANA,CEYHAN,Potato,5.14,1.55
1,132,20,ADANA,CEYHAN,Corn,2.32,1.55
1,132,20,ADANA,CEYHAN,Canola,0.29,1.55
1,132,20,ADANA,CEYHAN,Onion,2.07,1.55
1,132,20,ADANA,CEYHAN,Bean,0,1.55
1,132,20,ADANA,CEYHAN,Tomato,3.6,1.55
1,113,21,ADANA,ÇUKUROVA,Wheat,2.6,28.43
1,113,21,ADANA,ÇUKUROVA,Barley,5.89,28.43
1,113,21,ADANA,ÇUKUROVA,Sunflower,3.92,28.43
1,113,21,ADANA,ÇUKUROVA,Rice,6.25,28.43
1,113,21,ADANA,ÇUKUROVA,Lentil,0,28.43
1,113,21,ADANA,ÇUKUROVA,Chickpea,3.15,28.43
1,113,21,ADANA,ÇUKUROVA,Cotton,2.79,28.43
1,113,21,ADANA,ÇUKUROVA,Sugarbeet,3.07,28.43
1,113,21,ADANA,ÇUKUROVA,Soybean,1.92,28.43
1,113,21,ADANA,ÇUKUROVA,Peanut,2.55,28.43
1,113,21,ADANA,ÇUKUROVA,Oat,5.48,28.43
1,113,21,ADANA,ÇUKUROVA,Potato,4.77,28.43
1,113,21,ADANA,ÇUKUROVA,Corn,4.34,28.43
1,113,21,ADANA,ÇUKUROVA,Canola,0.75,28.43
1,113,21,ADANA,ÇUKUROVA,Onion,0,28.43
1,113,21,ADANA,ÇUKUROVA,Bean,2.44,28.43
1,113,21,ADANA,ÇUKUROVA,Tomato,0,28.43
1,113,22,ADANA,ÇUKUROVA,Wheat,4.6,9.54
1,113,22,ADANA,ÇUKUROVA,Barley,3.79,9.54
1,113,22,ADANA,ÇUKUROVA,Sunflower,0,9.54
1,113,22,ADANA,ÇUKUROVA,Rice,0,9.54
1,113,22,ADANA,ÇUKUROVA,Lentil,3.06,9.54
1,113,22,ADANA,ÇUKUROVA,Chickpea,5.8,9.54
1,113,22,ADANA,ÇUKUROVA,Cotton,3.27,9.54
1,113,22,ADANA,ÇUKUROVA,Sugarbeet,0.03,9.54
1,113,22,ADANA,ÇUKUROVA,Soybean,3.87,9.54
1,113,22,ADANA,ÇUKUROVA,Peanut,0,9.54
1,113,22,ADANA,ÇUKUROVA,Oat,4.03,9.54
1,113,22,ADANA,ÇUKUROVA,Potato,0.56,9.54
1,113,22,ADANA,ÇUKUROVA,Corn,0.24,9.54
1,113,22,ADANA,ÇUKUROVA,Canola,0.11,9.54
1,113,22,ADANA,ÇUKUROVA,Onion,0,9.54
1,113,22,ADANA,ÇUKUROVA,Bean,1.99,9.54
1,113,22,ADANA,ÇUKUROVA,Tomato,3.91,9.54
1,113,23,ADANA,ÇUKUROVA,Wheat,6.33,9.31
1,113,23,ADANA,ÇUKUROVA,Barley,3.74,9.31
1,113,23,ADANA,ÇUKUROVA,Sunflower,1.03,9.31
1,113,23,ADANA,ÇUKUROVA,Rice,0,9.31
1,113,23,ADANA,ÇUKUROVA,Lentil,4.99,9.31
1,113,23,ADANA,ÇUKUROVA,Chickpea,2.83,9.31
1,113,23,ADANA,ÇUKUROVA,Cotton,0.1,9.31
1,113,23,ADANA,ÇUKUROVA,Sugarbeet,0,9.31
1,113,23,ADANA,ÇUKUROVA,Soybean,0,9.31
1,113,23,ADANA,ÇUKUROVA,Peanut,4.21,9.31
1,113,23,ADANA,ÇUKUROVA,Oat,0,9.31
1,113,23,ADANA,ÇUKUROVA,Potato,0,9.31
1,113,23,ADANA,ÇUKUROVA,Corn,1.75,9.31
1,113,23,ADANA,ÇUKUROVA,Canola,0,9.31
1,113,23,ADANA,ÇUKUROVA,Onion,0,9.31
1,113,23,ADANA,ÇUKUROVA,Bean,4.08,9.31
1,113,23,ADANA,ÇUKUROVA,Tomato,4.44,9.31
1,113,24,ADANA,ÇUKUROVA,Wheat,0,22.49
1,113,24,ADANA,ÇUKUROVA,Barley,1.35,22.49
1,113,24,ADANA,ÇUKUROVA,Sunflower,3.18,22.49
1,113,24,ADANA,ÇUKUROVA,Rice,3.87,22.49
1,113,24,ADANA,ÇUKUROVA,Lentil,0.84,22.49
1,113,24,ADANA,ÇUKUROVA,Chickpea,4.02,22.49
1,113,24,ADANA,ÇUKUROVA,Cotton,4.41,22.49
1,113,24,ADANA,ÇUKUROVA,Sugarbeet,0.81,22.49
1,113,24,ADANA,ÇUKUROVA,Soybean,0.31,22.49
1,113,24,ADANA,ÇUKUROVA,Peanut,3.78,22.49
1,113,24,ADANA,ÇUKUROVA,Oat,0,22.49
1,113,24,ADANA,ÇUKUROVA,Potato,0.11,22.49
1,113,24,ADANA,ÇUKUROVA,Corn,0,22.49
1,113,24,ADANA,ÇUKUROVA,Canola,0.39,22.49
1,113,24,ADANA,ÇUKUROVA,Onion,0,22.49
1,113,24,ADANA,ÇUKUROVA,Bean,0,22.49
1,113,24,ADANA,ÇUKUROVA,Tomato,1.02,22.49
1,113,25,ADANA,ÇUKUROVA,Wheat,3.79,13.92
1,113,25,ADANA,ÇUKUROVA,Barley,5.54,13.92
1,113,25,ADANA,ÇUKUROVA,Sunflower,0,13.92
1,113,25,ADANA,ÇUKUROVA,Rice,0.69,13.92
1,113,25,ADANA,ÇUKUROVA,Lentil,3.72,13.92
1,113,25,ADANA,ÇUKUROVA,Chickpea,0.55,13.92
1,113,25,ADANA,ÇUKUROVA,Cotton,0,13.92
1,113,25,ADANA,ÇUKUROVA,Sugarbeet,4.69,13.92
1,113,25,ADANA,ÇUKUROVA,Soybean,0.98,13.92
1,113,25,ADANA,ÇUKUROVA,Peanut,0.99,13.92
1,113,25,ADANA,ÇUKUROVA,Oat,1.16,13.92
1,113,25,ADANA,ÇUKUROVA,Potato,1.46,13.92
1,113,25,ADANA,ÇUKUROVA,Corn,4.05,13.92
1,113,25,ADANA,ÇUKUROVA,Canola,3.28,13.92
1,113,25,ADANA,ÇUKUROVA,Onion,2.28,13.92
1,113,25,ADANA,ÇUKUROVA,Bean,0,13.92
1,113,25,ADANA,ÇUKUROVA,Tomato,0.37,13.92
1,113,26,ADANA,ÇUKUROVA,Wheat,3.57,2.83
1,113,26,ADANA,ÇUKUROVA,Barley,3.8,2.83
1,113,26,ADANA,ÇUKUROVA,Sunflower,0,2.83
1,113,26,ADANA,ÇUKUROVA,Rice,0,2.83
1,113,26,ADANA,ÇUKUROVA,Lentil,1.95,2.83
1,113,26,ADANA,ÇUKUROVA,Chickpea,2.18,2.83
1,113,26,ADANA,ÇUKUROVA,Cotton,0.99,2.83
1,113,26,ADANA,ÇUKUROVA,Sugarbeet,0,2.83
1,113,26,ADANA,ÇUKUROVA,Soybean,4.92,2.83
1,113,26,ADANA,ÇUKUROVA,Peanut,9.09,2.83
1,113,26,ADANA,ÇUKUROVA,Oat,2.47,2.83
1,113,26,ADANA,ÇUKUROVA,Potato,0.43,2.83
1,113,26,ADANA,ÇUKUROVA,Corn,0,2.83
1,113,26,ADANA,ÇUKUROVA,Canola,4.41,2.83
1,113,26,ADANA,ÇUKUROVA,Onion,4.67,2.83
1,113,26,ADANA,ÇUKUROVA,Bean,0,2.83
1,113,26,ADANA,ÇUKUROVA,Tomato,2.58,2.83
1,113,27,ADANA,ÇUKUROVA,Wheat,3.13,15.95
1,113,27,ADANA,ÇUKUROVA,Barley,0,15.95
1,113,27,ADANA,ÇUKUROVA,Sunflower,8.84,15.95
1,113,27,ADANA,ÇUKUROVA,Rice,5.69,15.95
